word	weight
mempersiapkan	0.2
mempersolek	0.6
mempertentangkan	0.2
memprediksi	0.6
mempromosikan	0.6
mempunyai	0.8
memuai	0.6
memuaskan	1.0
memuaskan banget	1.0
memudahkan	0.8
memudar	0.4
memuji-muji	0.8
memukau	0.8
memunculkan	0.6
memusingkan	0.8
menabung	0.8
menafsirkan	0.4
menakjubkan	0.6
menaksir	0.6
menambah	0.6
menangkap	0.6
menarik	0.8
menarik hati	0.6
menaruh hati	0.6
menating	0.6
menayangkan	0.4
mencari akal	0.6
mencari ilmu	0.8
mencari jalan	0.6
mencebikkan	0.8
mencemaskan	0.8
mencengangkan	0.8
menceritakan	0.6
mencerna	0.6
mencinta	1.0
mencintai	0.6
mencintaimu	0.8
mencium telapak kaki	0.2
mencolok	0.4
mencontoh	0.8
mencontohkan	0.8
mencurigai	0.2
mendahului	0.4
mendaifkan	0.8
mendalam	0.6
mendandankan	0.6
mendapat	0.6
mendengungkan	0.6
menderaikan	0.6
mendeteksi	0.6
mendidik	0.6
mendikte	0.6
mendoa	0.8
menduga	0.6
mendusin	0.8
menebak	0.6
menebarkan	0.6
menegarkan	0.4
meneladan	0.8
menelungkup	0.2
menelurkan	0.6
menelusuri	0.6
menembusi	0.6
menempuh (hidup)	0.6
menemukan	0.4
menenangkan	0.8
menentu	0.6
menerima	0.6
menerka	0.6
menetap	0.6
mengabaikan	0.8
mengacau	0.8
mengadunkan	0.6
mengaibkan	0.2
mengaji	0.8
mengakap	0.8
mengakar	1.0
mengalami	0.6
mengalem	0.8
mengalirkan darah	0.8
mengalunkan	0.6
mengambil contoh	0.8
mengambil ibarat	0.8
menganggap	0.6
menganggar	0.6
mengangkat-angkat	0.8
mengangsur	0.2
mengantisipasi	0.6
menganugerahi	0.6
menganut	0.8
mengarahkan	0.6
mengarifi	0.6
mengartikan	0.2
mengasihani	0.8
mengasihi	0.4
mengasosiasikan	0.6
mengatakan	0.6
mengawaki	1.0
mengawal	0.4
mengecamkan	0.6
mengecat	0.8
mengecilkan	0.8
mengeja	0.6
mengeloskan	0.6
mengeluarkan darah	0.8
mengembang	0.2
mengenal	0.2
mengenang	0.6
mengentengkan	0.8
mengerikan	0.8
mengerti	0.4
mengesankan	0.8
mengetuk	0.6
menggali ilmu	0.8
menggambari	0.6
mengganggu	0.8
mengganjar	1.0
mengganjari	0.6
menggegerkan	0.8
menggemari	0.6
menggemburkan melambuk	0.6
menggemparkan	0.8
menggerecoki	0.8
menggirangkan melegakan	0.8
menghadiahi	0.8
menghadiahkan	0.6
menghajatkan	0.2
menghebohkan	0.8
mengherankan	0.6
menghidangkan	0.4
menghikayatkan	0.6
menghimpunkan	0.6
menghirukkan	0.8
menghubungi	0.2
menghukum	0.8
mengibai	0.8
mengikuti	0.6
mengiler	0.6
mengimbas	0.6
mengimbasi	0.6
mengimbuhi	0.6
mengimbuhkan	0.8
mengimla	0.2
mengingat-ingat	0.4
mengingatkan	0.6
menginginkan	0.8
menginsafi	0.6
menginterprestasikan	0.2
mengipasi	0.6
mengira-ngira	0.6
mengisi	0.4
mengizinkan	0.6
mengoles	0.8
mengononkan	0.6
mengontak	0.2
mengorak senyum	0.4
mengotot	0.8
mengucapkan	0.6
mengucil	0.2
mengucup	0.4
mengumaikan	0.6
mengumpulkan	0.6
mengumumkan	0.6
menguntir	0.8
menguntiti	0.2
menguntungkan	0.8
mengusili	0.8
mengutarakan	0.6
meni	0.8
menikah	0.8
menimba	0.8
menimba ilmu	0.8
meniru	0.8
meniti	0.4
menjadi-jadi	0.2
menjahili	0.8
menjalani	0.6
menjejali	0.2
menjelajah	0.6
menjelajahi	0.6
menjelang	0.6
menokok	0.6
menolong	0.8
menongkat	0.8
menorehkan	0.2
mentab	0.4
menukar	0.2
menumbuk	0.8
menuntun	0.6
menuntut ilmu	0.8
menuturkan	0.6
menyadari	0.4
menyaksikan	0.2
menyala	0.4
menyampaikan	0.6
menyandar	0.8
menyanjung	0.8
menyanjung-sanjung	0.4
menyanyi	0.8
menyanyikan	0.6
menyapih	0.8
menyayang	0.8
menyayangi	0.8
menyeberangi	0.6
menyebut	0.6
menyediakan	0.4
menyegarkan	0.6
menyempurnakan	0.6
menyenangkan	0.8
menyeni	0.2
menyepelekan	0.8
menyerempakkan	0.6
menyerikati	0.6
menyerupai	0.8
menyesali	0.6
menyiapkan	0.2
menyikap	0.2
menyingsing	0.6
menyuarakan	0.6
menyukai	0.8
menyuplai	0.4
menyusuri	0.6
menyusutkan	0.2
meragam	0.8
merah	0.8
merah jambu	0.6
merah muda	0.6
merahimi	0.8
merakit	0.6
meramalkan	0.6
merapal	0.2
merapat	0.2
merasai	0.2
merata	0.2
meraun	0.8
merawikan	0.6
merdu	1.0
merecoki	0.8
merekam	0.4
meremas-remas	0.6
merenangi	0.2
merencanakan	0.6
merentangkan	0.6
merenung	0.6
merespon	0.6
merger	0.6
meriah	0.6
meributkan	0.8
merilis	0.6
merinai	0.2
meringankan	0.4
meriwayatkan	0.6
meronda	0.8
meruncing	0.8
mesem	0.4
mesra	0.8
metah	0.8
mewarisi	0.6
mewarnai	0.8
mewisuda	0.6
meyakinkan	0.6
mikat	0.4
mikroanalisis	0.6
milik	0.2
mimpi	0.4
mimpian	0.4
minat	0.8
minta kpd tuhan	0.6
misbah	0.8
mksh	0.4
mobil	0.2
moblong	0.6
model	0.6
modern	0.6
modifikasi	0.4
moga	0.2
moga-moga	0.2
mohon diri	0.4
mojang	0.4
momentum	0.6
monggo	0.6
monopoli	0.6
montok	0.6
mood	0.4
moral	0.8
moratorium	0.6
motel	0.2
motivasi	0.6
muara	0.8
muas	1.0
mudah	0.8
mudah banget	0.8
mudah-mudahan	0.2
mudahan	0.2
mufaham	0.6
mufakat	0.8
muhibah	0.8
mujarab	0.8
muji	0.4
mujur	0.8
mukhlis	0.6
mukibat	0.6
mukim	0.4
muktabar	0.6
muktamar	0.8
mulai	0.2
mullah	0.6
mulut sungai	0.8
murah	0.6
murid	0.6
musara	0.6
music	0.2
musik	0.4
muslim	0.6
mustahil	0.6
mustaid	0.6
mustajab	0.8
mustakim	0.8
mutakhir	0.8
mutu	0.6
muwafakat	0.6
nabi	0.4
nada	0.4
nafkah	0.6
naik	0.2
naik daun	0.8
naik ke pelamin	0.6
naik ke pelaminan	0.6
naik pelamin	0.8
naik pelaminan	0.8
naikkan	0.2
nasi	0.4
natal	0.2
natur	0.6
neces	0.8
necis	0.8
negosiasi	0.4
nemenin	0.4
neng	1.0
ngajak	0.2
ngasih	0.6
ngerti	0.2
ngobrol	0.2
ngopi	0.6
ngurusin	0.4
nian	0.8
nice	0.8
nikmat	0.6
nikmati	0.6
nila	0.4
nilai	1.0
nirmala	0.8
nomine	1.0
normal	0.2
novel	0.4
nuftah	0.6
nunggu	0.2
nuri	0.6
nyala	0.4
nyali	0.8
nyali besar	0.6
nyaman	0.8
nyaman banget	0.8
nyamleng	1.0
nyana	0.6
nyanyi	0.6
nyanyian	0.4
nyata	0.8
objektif	0.8
ok	0.8
okay	0.8
oke	0.6
oke banget	0.8
okeey	0.4
okelah	0.6
only	0.2
operasi	0.2
oportunitas	0.6
orak senyum	0.4
orang islam	0.4
orde	0.6
ordo	0.6
organisasi	0.6
orientasi	0.6
orisinal	0.6
ornamen	1.0
otak	0.6
otak encer	0.4
otentik	0.6
otomatis	0.6
ovum	0.8
pacaran	0.6
pacarnya	0.4
paduka	0.8
paduka tuan	0.8
page	0.4
pagon	0.6
pahala	0.4
paheman	0.8
pakat	0.8
pamit	0.4
pamrih	0.2
panas	0.8
panas kuku	0.8
pancaroba	0.2
pandai	0.8
pandai bicara	0.6
pandang	0.2
pandu	0.6
pangeran	0.2
panggul	0.8
pangkat	1.0
panglima	0.6
pangus	1.0
panil	0.8
panitia	0.6
panjang	0.4
panjang tungkai	0.4
panjat doa	0.8
panorama	0.6
pantai	0.2
pantar	0.2
pantas mulut	0.4
pantat	0.6
pantau	0.4
panti	0.4
pantulan	0.6
paparan	0.6
para	0.4
para-para	0.4
parade	0.2
paradigma	0.6
paramarta	0.8
paripurna	0.2
parkir	0.2
parsel	0.4
partisipasi	0.6
pas	0.6
pasang	0.8
pasang hidup	0.8
pasangan hidup	0.8
pasar uang	0.4
pasrah	0.6
pasti	0.6
pastikan	0.6
patroli	0.4
patuh	0.8
paya	0.8
payu	0.4
peduli	0.8
pegah	1.0
pegawai	0.6
pejatian	0.6
peka	0.4
pekerja	0.6
pekerjaan	0.6
pelajar	0.2
pelajaran	0.4
pelamin	0.8
pelaminan	0.8
pelancar	0.4
pelanggan	0.8
pelangi	0.8
pelarasan	0.6
pelatih	0.6
pelayan	0.8
pelayanan	0.6
peleburan	0.6
pelengkap	0.4
pelesapan	0.6
pelihara	0.6
pelipuran	0.4
pelita	0.8
pelupuk mata	0.8
pemaafan	1.0
pemair	0.6
pemajangan	0.8
pemandangan	0.4
pemantapan	0.8
pembahasan	0.2
pembaruan	0.8
pembeli	0.4
pembiasaan	0.6
pembimbing	0.6
pemenang	0.6
pemenangnya	0.8
pemilik	0.6
pemilikan	0.6
pemuaian	0.6
pemuda	0.4
pemudaan	0.4
pemufakatan	0.8
pemuja	0.6
penabung	0.6
penahan	0.6
penali	0.6
penambahan	0.4
penandasan	0.6
penanganan	0.2
penangguhan	0.6
penanggulangan	0.4
penangkalan	0.8
penanti	0.6
penat	0.8
pencatat	0.6
pencatatan	0.6
pencedok	0.6
pencegahan	0.8
pencitraan	0.4
pendaftaran	0.6
pendahuluan	0.6
pendalaman	0.8
pendataan	0.6
pendekar	0.6
penderma	0.6
pendidik	0.6
pendukung	0.8
penegasan	0.6
penentuan	0.6
penerang	0.8
penerima	0.4
pengajar	0.6
pengalaman	0.4
pengalasan	0.6
pengaman	0.4
pengandaian	0.6
pengangkut	0.2
pengapit	0.8
pengaruh	0.6
pengasih	0.8
pengasuh	0.6
pengembangan	0.6
pengembangannya	0.6
pengen	0.6
pengenalan	1.0
pengertian	0.6
pengetahuan	0.8
penggabungan	0.6
penggalian	0.8
pengganti	0.6
penggede	0.6
pengguna	0.2
penggunaan	0.2
penghargaan	0.8
pengharmonisan	0.6
penghayatan	0.6
penghidupan	0.4
penghimpunan	0.6
penghuni	0.6
penginapan	0.4
pengirim	0.2
penguasaan	0.6
pengukur	0.6
pengumpulan	0.6
pengurus	0.6
penimbunan	0.2
peninggalan	0.8
penjelasan	0.6
penjenang	0.8
penolong	0.8
penongkat	0.6
penumpil	0.6
penumpukan	0.2
penundukan	0.6
penunggu	0.6
penunggu dunia	0.4
penunjang	0.6
penyambut	0.4
penyantun	0.8
penyelarasan	0.6
penyelesaian	0.4
penyempurnaan	0.6
penyeragaman	0.2
penyerasian	0.6
penyerobotan	0.6
penyesuaian	0.6
penyimpan	0.6
penyokong	0.6
perai	0.6
peran serta	0.6
perangsang	0.6
perantaraan	0.8
perata	0.4
perataan	0.4
perbaikan	0.6
perbentrokan	1.0
percaya	0.4
percaya diri	0.8
percederaan	1.0
percuma	0.8
perdeo	0.8
perduli	0.8
pere	0.6
perembukan	0.8
perempuan cantik	1.0
peresapan	0.6
perfek	0.8
pergeseran	1.0
perhatian	0.8
perhimpunan	0.6
peri	0.6
peria	0.4
perian	0.6
perilaku	0.4
perincian	0.6
peristiwa	0.4
perjuangin	0.6
perkasa	0.8
perkiraan	0.6
perkolasi	0.6
perkomplotan	0.8
perkumpulan	0.6
perlu	0.4
perlup	0.6
permadani	0.6
permanen	0.6
permata	0.6
permufakatan	0.6
permukiman	0.6
permulaan	0.6
pernik	0.6
perolehan	0.6
peronda	0.6
perpaduan	0.8
perpanjangan	0.4
persahabatan	0.8
persamaan	0.4
persediaan	0.6
persekongkolan	0.8
persembahan	0.8
persen	0.4
persenan	0.4
perseptif	0.6
perserikatan	0.6
perserupaan	0.8
persesuaian	0.8
persiapan	0.4
personalitas	0.2
pertahanin	0.2
pertahankan	0.2
pertanda	0.8
pertemuan	0.6
pertiwi	0.6
pertolongan	0.8
pertukaran	0.2
pertumpahan	0.6
peruntungan	0.8
perusahaan	0.6
perut	0.6
perwira	0.8
pesam	0.8
pesanggrahan	0.4
pesat	0.6
pesona	0.8
pesta	0.8
pestaka	0.8
petah lidah	0.8
petes	0.8
pilihan	1.0
pinggul	0.8
pingin	0.4
pinisepuh	0.6
pinky	0.6
pinter	1.0
pionir	0.6
plong	0.6
plus	0.4
poin	0.4
pokok	0.6
pokta	1.0
pola	0.6
polemik	0.6
pop	1.0
populer	1.0
porsi	0.8
portofolio	0.4
pose	0.6
positif	0.8
potensi	0.6
prabu	0.8
prakiraan	0.6
praktis	0.8
prasarana	0.6
prasetia	0.6
prawira	0.8
prayojana	0.6
prediksi	0.6
preferensi	0.6
prei	0.6
preinan	0.6
premium	0.4
preseden	0.8
presiden	0.6
preventif	0.8
prigel	0.8
prima	0.8
primadona	1.0
primbon	0.8
probabilitas	0.6
prodeo	0.8
produk	0.6
produktif	0.4
profit	0.8
profitabel	0.8
prominen	1.0
promo	0.6
promote	0.6
prospek	0.6
protektor	0.6
proud	1.0
provokasi	0.2
proyeksi	0.6
pseudonim	0.4
puadai	0.8
puas	0.8
publikasi	0.4
puja	0.8
puji	0.8
pukal	0.6
pukau	0.4
pukauan	0.8
pulas	0.8
pulut	0.6
pundi	0.4
pundi-pundi	0.4
punia	0.8
punya nama	1.0
purna	0.6
purusa	0.6
pusaka	0.8
pusat	0.6
puspa	0.8
puspita	0.6
pustaka	0.8
puterin	0.2
putus kata	0.8
putusan	0.6
qadim	0.6
queen	0.4
quran	0.6
radikalis	0.6
radu	0.6
rafi	0.6
rahasia	0.6
rahayu	0.8
rahim	0.4
raih	0.4
raihan	0.4
rais	0.6
rajah	0.2
rajin	0.8
rakitan	0.6
rama	0.6
ramah	1.0
ramaikan	0.6
ramanda	0.6
rame	0.4
rampuh	0.6
rampung	0.6
rana	0.8
rancak	1.0
rani	0.8
ranum	1.0
rapal	0.2
rapi	0.6
rasai	0.2
ratna	0.4
ratu	0.4
rawa	0.8
rawat	0.6
ready	0.2
reaksioner	0.6
real	0.4
realistis	0.8
recok	0.8
recommended	0.8
refleks	0.6
refleksi	0.6
refresh	0.4
regenerasi	0.8
rejeki	0.8
rekaan	0.6
rekan	0.8
rekognisi	1.0
rekomen	0.8
rekomend	0.8
rekonsiliasi	0.8
reksa	0.6
rektifikasi	0.2
rela	1.0
religi	0.2
religiositas	0.6
rembuk	0.6
rembukan	0.6
renang	0.2
rengkuh	0.2
rengkuhan	0.2
renjana	0.4
renovasi	0.8
reparasi	0.6
reply	0.4
reputasi	0.4
resam	0.6
resap	0.6
resep	0.6
reseptor	0.4
resmi	0.4
resolusi	0.6
respon	0.4
respons	0.6
responsif	0.8
revolusioner	0.6
rezeki	0.6
ria	0.8
riah	0.6
riang	0.6
rias	0.6
riasan	0.6
ribut	0.8
riil	0.8
rilis	0.6
rimba	0.6
rinai	0.2
ringan	0.4
ringan kepala	0.4
ringan tangan	0.8
ringan tulang	1.0
rintis	0.4
rintisan	0.4
rizki	0.8
roh	0.8
rohaniah	0.4
romantis	0.8
ronda	0.4
rotan	0.8
ruji	0.6
rumah tangga	0.4
rumput	0.6
runtut	0.6
rupa	0.6
rupawan	1.0
rusuhan	0.2
sabar	1.0
sadar	0.4
sadu	0.6
sahabat	0.8
sahabatku	0.6
sahabatnya	0.6
sahaja	0.4
sahut	0.2
sahutan	0.2
sains	0.6
saji	0.8
sakelek	0.8
saksi	0.2
salamat	0.8
salambersama	0.2
salat	1.0
saldo	0.4
salim	0.8
salin	0.6
sama	0.6
samad	0.6
sambang	0.4
sambatan	0.8
sambung tangan	0.8
sambungan tangan	0.8
sambut	0.6
sambutan	0.6
sami	0.6
samseng	0.6
samun	0.6
sandaran	0.6
sanggup	0.4
sangka	0.6
sangkil	0.8
sani	0.6
sanjung	0.4
santai	0.4
santer	0.8
santiran	0.6
santun	0.8
santunan	0.6
sarannya	0.2
sarap	0.6
sarju	0.8
saruk	0.8
sastra	0.4
satria	0.8
satu	0.6
sauk	0.6
sawala	0.6
say	0.2
sayang	0.6
sayid	0.6
searah	0.2
sebab	0.6
sebanding	0.6
sebandung	0.6
sebenarnya	0.8
sebenernya	0.2
sebetulnya	0.8
sebukan	0.6
secepatnya	0.6
sedap	1.0
sedeng	0.6
sedia	0.4
seemak	0.6
segar	0.8
segeh	0.6
segenap	0.4
segera	0.6
sehat	0.8
seia	0.6
seibu	0.6
seindah	0.6
sejadah	0.6
sejati	0.6
sejenak	0.2
sekah	0.6
sekali-kali	0.6
sekam	0.6
sekar	1.0
sekata	0.6
sekolah	0.6
selamat	1.0
selamatan	0.8
selaras	0.6
selawat	0.6
selayaknya	0.6
selenggara	0.6
selengkapnya	0.2
selera	0.6
selesa	0.6
selfie	0.4
seloroh	0.6
semak-semak	0.6
semakin	0.4
semangat	0.8
semarak	0.6
sembahyang	1.0
sembahyangan	0.8
sembir	0.8
semboyan	0.4
sembuh	0.8
semerbak	0.4
semi	0.4
sempena hati	0.8
sempurna	1.0
semringah	0.8
semu	0.6
senang	1.0
seneng	1.0
sensibel	0.4
sensitif	0.2
sentosa	1.0
senyum	0.4
senyuman	0.8
senyumin	0.6
senyumnya	0.6
sepada	0.6
sepakat	0.8
sepantar	0.2
sepantasnya	0.4
sepatu	0.6
sepatutnya	0.4
sepele	0.8
seragam	0.2
serapah	0.8
serasi	0.8
seraya	0.8
serbasama	0.6
serbaserbi	0.6
seremeh	0.6
serempak	0.6
serentak	0.6
serep	0.4
sering	0.6
seringai	0.8
sero	0.6
serta	0.4
serta-merta	0.6
seru	1.0
seruh	0.4
serunda	0.4
serundai	0.4
servis	0.6
sesaji	0.8
sesambat	1.0
sesuai	0.6
sesungguhnya	0.8
setara	0.4
setir	0.2
setuju	0.8
setujuan	0.8
sewajarnya	0.4
shalat	0.8
sharing	0.6
shiawase	0.4
sholat	1.0
show	0.4
siap	0.2
sibuk	0.8
sigap	0.8
sikap	0.4
silah	0.6
silahkan	0.6
silakan	0.2
silang pendapat	0.6
silaturahim	0.8
silir-semilir	0.4
simbok	0.4
simetris	0.6
simpanan	0.6
simpat	0.8
simpatisan	0.6
simpel	0.6
simple	0.6
simpleks	0.6
simplistis	0.6
simpuh	0.6
simpul	0.6
sing	1.0
singkap	0.6
single	0.6
singsing	0.6
sinkron	0.2
sinkronisasi	0.6
sintal	0.6
sintetis	0.6
sinuhun	0.8
sip	0.6
siph	0.4
sipp	0.6
sippp	0.6
sir	0.4
sir-siran	0.4
siswa	0.6
siuman	0.6
size	0.2
sketsa	0.4
slow	0.2
smartphone	0.2
smga	0.2
smpai	0.2
snapback	0.4
sob	0.4
sobat	0.8
sohib	0.6
sohor	0.8
sokong	0.6
solah	0.8
solat	0.2
soleha	0.6
solo	0.4
solusi	0.6
solusinya	0.6
sorongan	0.8
sosial	0.8
sosialistis	0.6
sosialita	1.0
sparing	0.6
special	0.8
spesial	0.8
spesialis	0.8
spesialisasi	0.6
spesifikasi	0.6
sponsor	0.4
spontan	0.6
sporadis	0.4
sportif	0.6
sput	0.8
sreg	0.4
sregep	0.8
sri paduka	0.8
stabil	0.6
stabilitas	0.8
stamina	0.6
standardisasi	0.4
statis	0.8
statistik	0.2
stop	0.6
streng	0.2
struktur	0.6
studi	0.8
stupa	0.8
suam-suam kuku	0.8
suapan	0.8
suara	0.4
suara halus	0.8
suasana	0.8
suasana (hati)	0.2
suasana hati	0.2
sublim	0.6
substansi	0.2
substansial	0.2
subur	0.4
suci	0.8
sudah	0.6
suguh	0.4
suguhan	0.8
suka	0.6
suka cita	0.8
suka-suka	0.6
sukacita	0.4
sukar	0.8
sukarela	0.8
sukat	0.6
sukses	0.6
sumbu	0.4
sumpah	0.6
sumringah	0.8
sunan	0.8
sungguh	0.8
sungguh-sungguh	0.4
super	0.6
superior	0.8
suplemen	1.0
suporter	0.6
support	0.8
surat tanah	0.6
surau	0.4
suvenir	0.8
swagriya	0.4
sweet	0.6
syarikat	0.6
syg	0.6
syukur	1.0
syukuri	0.6
taat	0.6
tabah	1.0
tabah hati	1.0
tabe	0.6
tablig	0.2
tabung	0.6
tabung bambu	0.6
tabungan	0.6
tafsir	0.4
tahan lama	0.2
tahan lasak	0.8
tahu	0.8
tahu aturan	0.8
tajali	0.6
tajam	0.8
tajam mata	0.4
tajam otak	0.8
tajam pikiran	0.8
tak segan	0.4
takar	0.6
takjub	0.8
takrif	0.6
taksir	0.6
taksiran	1.0
takyin	0.6
takzim	0.6
talen	0.4
talenta	0.8
taman	0.2
tambahan	1.0
tampilan	0.2
tanda jasa	0.8
tanda mata	0.4
tanda-tanda	0.8
tanding	0.4
tanganan	0.6
tanggap	0.6
tanggapan	0.6
tangguh	1.0
tanggulang	0.4
tangkisan	0.6
tangkul	0.6
tangsel	0.6
tanya	0.4
tanya jawab	0.6
tapa	0.4
tara	0.4
taraf	0.6
tari	0.2
tarik	0.4
tarik hati	0.6
taruh	0.8
taruh hati	0.6
taruhan	0.6
tasamuh	1.0
tata	0.6
tata tertib	0.6
tatap	0.2
tawakal	0.6
tawarikh	0.6
tayang	0.6
tayib	0.4
tayibah	0.4
team	0.2
tebak	0.6
tedas	0.6
teduh	0.4
tegang	0.8
tegap	0.6
teguh batin	0.6
teguh hati	0.6
teguk	0.4
teguran	0.6
teh	0.2
teja	0.8
tekad	0.8
tekanan jiwa	0.8
tekanan mental	0.8
tekun	0.8
tela	0.6
telaah	0.4
teladan	0.8
telaten	0.8
telungkup	0.2
tembus	0.6
temennya	0.2
tempo-tempo	0.6
tempoh	0.6
temu	0.4
tenaga	0.6
tenaga kerja	0.6
tenang	1.0
tengah	0.4
tenggang rasa	1.0
tengkuluk	0.6
tengkurap	0.4
tengok	0.4
tentangan	0.4
teoretis	0.6
tepa salira	1.0
tepat guna	0.8
tepercaya	0.6
terala	0.6
terampil	0.8
teranggar-anggar	0.6
teranyar	0.8
teraso	0.8
teratas	0.6
teratur	0.8
terawat	1.0
terbaik	1.0
terbangun	0.6
terbaring	0.4
terbatas	0.6
terbayan	0.6
terbayang	0.6
terbayang-bayang	0.6
terbelenggu	0.6
terbiasa	0.6
terbit selera	0.6
terbuka	0.6
terbuka mata	0.8
terbukti	0.6
tercapai	0.6
tercermin	0.6
tercinta	0.8
terdaftar	0.2
terdahulu	0.8
terdamping	0.2
terencana	0.4
tergantung	0.6
tergelak	0.8
tergeleng-geleng	0.8
tergila-gila	0.6
terhalang	0.6
terikat	0.6
terima	0.4
terima kasih	1.0
terima kasih jakone	0.8
terimakasih	1.0
terimaksih	0.8
terindah	1.0
terjadi	0.6
terjadinya	0.6
terjaga	0.4
terjajah	0.6
terjamin	1.0
terjemahan	0.6
terka	0.6
terkadang	0.6
terkadang-kadang	0.6
terkapah-kapah	0.6
terkemuka	1.0
terkenal	1.0
terkesima	0.8
terkilan	0.6
terkini	0.6
terkoneksi	0.6
terlibat	0.6
terlindung	0.8
terlukis	0.6
termakan	0.2
termasyhur	0.8
termulia	0.6
terpegah	1.0
terpelajar	0.8
terpelihara	0.8
terpercaya	0.8
terperinci	0.6
terpesona	0.8
terpuji	0.8
terpukau	0.4
tersadar	0.6
tersaji	0.8
tersampai	0.4
tersedia	0.8
terselenggaranya	0.6
tersem-bunyi	1.0
tersendat	0.8
tersenyum	0.8
tersohor	1.0
tersuguh	0.4
tersungging	1.0
tertarik	0.4
tertawa	1.0
tertawa kecil	0.8
tertib	0.8
tertinggi	0.6
terurus	0.8
terus-menerus	0.8
terutama	0.8
testimoni	0.6
tetap	0.6
tetap hati	0.6
thank	0.8
thanks	0.6
tiang pancang	0.6
tiara	0.6
tidak segan	0.4
tidur	0.6
tikar	0.6
timba ilmu	0.8
timbalan	0.8
timpal	0.4
tindakan	0.6
tinggalan	0.8
tinggi	0.6
tingkah laku	0.2
tingkat	0.2
tip	0.8
tips	0.8
tiris	0.6
tiruan	0.6
titip api	0.6
tlg	0.6
tokcer	0.8
tokok	0.6
tolakan	0.8
tolong	0.6
tongkeng	1.0
tongkrong	0.2
top	1.0
top banget	1.0
toreh	0.2
tq	0.8
traktat	0.6
transaksi	0.8
transendental	0.6
transparan	0.6
transparansi	0.4
trendi	0.6
trengginas	1.0
tresna	0.4
trima	0.2
trimakasih	0.8
trims	0.8
tuhan	0.6
tukar akal	0.2
tukar cincin	0.6
tukar pikir	0.6
tukar pikiran	0.6
tulen	0.6
tulus	0.8
tulus hati	0.8
tulus ikhlas	1.0
tunai	0.6
tunang	0.6
tunas	0.6
tunggak	0.6
tunggu dunia	0.4
tungkak	0.8
tunjang	0.6
tuntas	0.4
tuntun	0.6
tuntut ilmu	0.8
tutuk	0.6
uang lelah	0.4
uang rokok	0.4
ugahari	0.6
ugal-ugalan	0.6
uji	0.2
ujian	0.2
ukur	0.6
ulama	0.6
ulasan	0.6
ulung	0.8
uluran	0.6
uluran tangan	0.8
umat	0.6
umi	0.8
umum	0.2
umur	0.8
unda	0.6
undang	0.4
undangan	0.2
unek-unek	0.4
unggulan	1.0
ungkap	0.6
untung	0.6
upa	0.4
upa-	0.8
ura-ura	0.8
uraian	0.6
usaha	0.2
usai	0.6
user friendly	0.8
userfriendly	0.8
usik	0.2
ustadz	0.6
ustazah	0.6
utas	0.8
utopia	0.4
vak	0.6
vakansi	0.6
varia	0.6
ventura	0.6
verbal	0.2
vila	0.6
visi	0.4
vista	0.6
vitalitas	0.6
vote	0.2
voucher	0.6
wadak	0.6
waduh	0.6
wagu	0.8
wah	0.6
wahyu	0.8
wangi	0.8
wantah	0.6
waris	0.6
warisan	0.6
warok	0.6
wasiat	0.8
waspada	0.6
watak	0.6
wawancara	0.6
wedel	0.4
wekel	0.8
welas	0.8
welcome	0.8
wewenang	0.4
widita	0.8
widyaiswara	0.6
wiladah	0.6
wirid	0.8
wisma	0.6
worth it	0.8
wujud	0.4
ya	0.8
yaaaa	0.2
yahud	0.8
yakin	0.6
yamtuan	0.8
yang dipertuan	0.8
yank	0.4
yasalamualaika	0.6
yeay	0.6
yeesss	0.6
yes	0.6
yg dipertuan	0.8
yoga	0.2
yuk	0.8
yukk	0.8
yuuk	0.8
zaim	0.6
zakelek	0.8
zakiah	0.8
zikir	0.8
zuhud	0.4
